Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3157144,2016-06-22 16:49:31,2016-02-09 17:13:48,8999638,1799927600,8999638,200,1106,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157144,SRX1568196,JFM9_GATCAG_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282073,SAMN04481239,simple,7460,Apis mellifera,HN30,,,,,male,,no,,,,,INRA,SRA352334,,public,FAA8405B5902ACAB998D01120687E8A8,7153DE0BDB4CECE2418D031A9C5376F1
SRR3157118,2016-06-22 16:49:31,2016-02-09 15:34:52,13164554,2632910800,13164554,200,1624,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157118,SRX1568170,JFM13_AGTCAA_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282098,SAMN04481213,simple,7460,Apis mellifera,HN4,,,,,male,,no,,,,,INRA,SRA352334,,public,76FFC7A63750DD442BE68009840D6D9B,50A575E7608817A59045706F7F708961
SRR3157119,2016-06-22 16:49:31,2016-02-09 15:37:46,8513225,1702645000,8513225,200,1049,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157119,SRX1568171,JFM14_AGTTCC_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282097,SAMN04481214,simple,7460,Apis mellifera,HN5,,,,,male,,no,,,,,INRA,SRA352334,,public,D7BDBA122F27C759225ABFADA702B83B,A93231B04A184E9B689C323664571C8B
SRR3157120,2016-06-22 16:49:31,2016-02-09 15:34:55,9040862,1808172400,9040862,200,1122,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157120,SRX1568172,JFM15_ATGTCA_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282099,SAMN04481215,simple,7460,Apis mellifera,HN6,,,,,male,,no,,,,,INRA,SRA352334,,public,0ACFF5EDB0B275734874B65351624B97,8B37F6F6BB590B3667120520229C4D3C
SRR3157121,2016-06-22 16:49:31,2016-02-09 15:37:15,7828551,1565710200,7828551,200,991,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157121,SRX1568173,JFM16_CCGTCC_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282096,SAMN04481216,simple,7460,Apis mellifera,HN7,,,,,male,,no,,,,,INRA,SRA352334,,public,3624FD0618B02561F4CA4718C1652D14,EAC1DD45A49F8E6563C8B66418D264E5
SRR3157122,2016-06-22 16:49:31,2016-02-09 15:59:07,8242975,1648595000,8242975,200,1021,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157122,SRX1568174,JFM17_GTCCGC_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282095,SAMN04481217,simple,7460,Apis mellifera,HN8,,,,,male,,no,,,,,INRA,SRA352334,,public,ED19157A45D0B1D4330628E48E384E85,B7B240655081FC6C9FFF52C9E0A0DD1A
SRR3157123,2016-06-22 16:49:31,2016-02-09 15:58:25,7594816,1518963200,7594816,200,948,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157123,SRX1568175,JFM18_GTGAAA_L001,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282094,SAMN04481218,simple,7460,Apis mellifera,HN9,,,,,male,,no,,,,,INRA,SRA352334,,public,2365BB1E092F05961F661BDBEC6C7CE9,7216F525F4216C1B56FB63CB12CBA544
SRR3157175,2016-06-22 16:49:31,2016-02-09 17:35:02,3925346,785069200,3925346,200,477,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157175,SRX1568227,OUE10_GTGAAA_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282038,SAMN04481270,simple,44477,Apis mellifera mellifera,OU1,,,,,male,,no,,,,,INRA,SRA352334,,public,D0E404CC2E4C5CD715AC52A6169107C0,E3B97ADA68EA92AAFD695D1E6AA22F35
SRR3157184,2016-06-22 16:49:31,2016-02-09 18:00:30,13459038,2691807600,13459038,200,1602,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157184,SRX1568236,OUE19_TTAGGC_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282029,SAMN04481279,simple,44477,Apis mellifera mellifera,OU10,,,,,male,,no,,,,,INRA,SRA352334,,public,F9916C1547C76FBB1C71E825CA8F2A12,20B9FBBA68E6200477259637295A6C2E
SRR3157185,2016-06-22 16:49:31,2016-02-09 17:56:21,5334186,1066837200,5334186,200,648,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157185,SRX1568237,OUE1_GATCAG_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282028,SAMN04481280,simple,44477,Apis mellifera mellifera,OU11,,,,,male,,no,,,,,INRA,SRA352334,,public,EBEFF3EE168C62178DFD89BAA55A17BE,73BF415A86596C7C1C5D1F0B2A7DBFEF
SRR3157186,2016-06-22 16:49:31,2016-02-09 18:07:41,15820365,3164073000,15820365,200,1877,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157186,SRX1568238,OUE20_TGACCA_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282027,SAMN04481281,simple,44477,Apis mellifera mellifera,OU12,,,,,male,,no,,,,,INRA,SRA352334,,public,60B6E3595585B4F6768417AFD2E46642,7991243C8895E681F3FF05740FC1C68E
SRR3157187,2016-06-22 16:49:31,2016-02-09 18:02:32,6497537,1299507400,6497537,200,767,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157187,SRX1568239,OUE21_ACAGTG_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282026,SAMN04481282,simple,44477,Apis mellifera mellifera,OU13,,,,,male,,no,,,,,INRA,SRA352334,,public,B03ED0E37CA0C2889239CBA599CA6844,AB304D2343EEF17B6020CE3B7E4E681B
SRR3157188,2016-06-22 16:49:31,2016-02-09 17:57:57,5887749,1177549800,5887749,200,697,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157188,SRX1568240,OUE22_GCCAAT_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282025,SAMN04481283,simple,44477,Apis mellifera mellifera,OU14,,,,,male,,no,,,,,INRA,SRA352334,,public,A46FA37DEB67665A2A4293DDC97DFAF4,BAE54FEE40F4262A1372189D9A794946
SRR3157189,2016-06-22 16:49:31,2016-02-09 18:16:14,19398620,3879724000,19398620,200,2297,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157189,SRX1568241,OUE23_CAGATC_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282024,SAMN04481284,simple,44477,Apis mellifera mellifera,OU15,,,,,male,,no,,,,,INRA,SRA352334,,public,C08B78EA84F3961B4CCD04542D946F6D,9FD91807EFE73C89609F611EBAB53FF8
SRR3157190,2016-06-22 16:49:31,2016-02-09 18:14:19,15968887,3193777400,15968887,200,1896,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157190,SRX1568242,OUE24_ACTTGA_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282023,SAMN04481285,simple,44477,Apis mellifera mellifera,OU16,,,,,male,,no,,,,,INRA,SRA352334,,public,28E2EDD3E95039B3C1405B04A9D954C1,AA2EE700BCAF0B8A6C33CB5468F202E0
SRR3157191,2016-06-22 16:49:31,2016-02-09 18:10:55,11710676,2342135200,11710676,200,1367,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157191,SRX1568243,OUE25_GATCAG_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282022,SAMN04481286,simple,44477,Apis mellifera mellifera,OU17,,,,,male,,no,,,,,INRA,SRA352334,,public,904C744E25D83EE343EA06BF0B0E0F81,06CB96D15400CBDFC1CA94D73E612200
SRR3157192,2016-06-22 16:49:31,2016-02-09 17:59:34,4740369,948073800,4740369,200,556,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157192,SRX1568244,OUE26_TAGCTT_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282021,SAMN04481287,simple,44477,Apis mellifera mellifera,OU18,,,,,male,,no,,,,,INRA,SRA352334,,public,E4CEBE0DF9944F18927BBF4BDBF6ADD1,AF57E168080C7AE111A42B81BCB0E007
SRR3157193,2016-06-22 16:49:31,2016-02-09 18:07:22,7320129,1464025800,7320129,200,867,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157193,SRX1568245,OUE27_GGCTAC_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282020,SAMN04481288,simple,44477,Apis mellifera mellifera,OU19,,,,,male,,no,,,,,INRA,SRA352334,,public,172C82E60DBAE36708CE3E1FC52E0861,7D385DEE2CD1CC2E54E8430CABED5930
SRR3157176,2016-06-22 16:49:31,2016-02-09 17:26:39,1796860,359372000,1796860,200,219,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157176,SRX1568228,OUE11_GTGGCC_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282037,SAMN04481271,simple,44477,Apis mellifera mellifera,OU2,,,,,male,,no,,,,,INRA,SRA352334,,public,AF931FE3889F53CD02D8281F2D1AA15C,0B8A314994808FD9A474BD34CA11016C
SRR3157194,2016-06-22 16:49:31,2016-02-09 18:07:23,5228738,1045747600,5228738,200,618,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157194,SRX1568246,OUE28_CTTGTA_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282019,SAMN04481289,simple,44477,Apis mellifera mellifera,OU20,,,,,male,,no,,,,,INRA,SRA352334,,public,C9E593812D81194F4BC9905D4503AB88,995E4A2D97875766C7AF31F692437112
SRR3157195,2016-06-22 16:49:31,2016-02-09 18:14:02,12888837,2577767400,12888837,200,1524,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157195,SRX1568247,OUE29_AGTCAA_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282018,SAMN04481290,simple,44477,Apis mellifera mellifera,OU21,,,,,male,,no,,,,,INRA,SRA352334,,public,469622BC36BCEF3D50F65229E486529D,D30A17F7E17778A861C8C625517EE580
SRR3157196,2016-06-22 16:49:31,2016-02-09 18:13:40,11795091,2359018200,11795091,200,1431,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157196,SRX1568248,OUE2_TAGCTT_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282017,SAMN04481291,simple,44477,Apis mellifera mellifera,OU22,,,,,male,,no,,,,,INRA,SRA352334,,public,2D8421F06D09E19C4BAC7A09B2F9D0AB,C73E015BC5C200D2CE6B8877588595BE
SRR3157197,2016-06-22 16:49:31,2016-02-09 18:16:17,14611321,2922264200,14611321,200,1692,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157197,SRX1568249,OUE30_AGTTCC_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282016,SAMN04481292,simple,44477,Apis mellifera mellifera,OU23,,,,,male,,no,,,,,INRA,SRA352334,,public,33F1EFA0CCA70400EF4A9F27C516E815,9EF580137D08402101E93C6347AE9A3C
SRR3157198,2016-06-22 16:49:31,2016-02-09 18:15:41,9538523,1907704600,9538523,200,1124,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157198,SRX1568250,OUE31_ATGTCA_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282015,SAMN04481293,simple,44477,Apis mellifera mellifera,OU24,,,,,male,,no,,,,,INRA,SRA352334,,public,7F752168E3E4995E346842763040EBFD,525EA590BEFFBA3250196448818232CF
SRR3157199,2016-06-22 16:49:31,2016-02-09 18:18:14,6944602,1388920400,6944602,200,823,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157199,SRX1568251,OUE32_CCGTCC_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282014,SAMN04481294,simple,44477,Apis mellifera mellifera,OU25,,,,,male,,no,,,,,INRA,SRA352334,,public,FD1A0486C07FE1E446C82C49204F910F,35AB0EFC332A9D92F45C7021C3456B9D
SRR3157200,2016-06-22 16:49:31,2016-02-09 18:18:14,11812108,2362421600,11812108,200,1274,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157200,SRX1568252,OUE33_GTCCGC_L002,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282013,SAMN04481295,simple,44477,Apis mellifera mellifera,OU26,,,,,male,,no,,,,,INRA,SRA352334,,public,025538CFAFC95A3A54DCD1A252799FA8,B2345D3DC3B17EDB4CFC6AA072A3F1A0
SRR3157201,2016-06-22 16:49:31,2016-02-09 18:25:46,19424217,3884843400,19424217,200,2291,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157201,SRX1568253,OUE34_GTGAAA_L002,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282012,SAMN04481296,simple,44477,Apis mellifera mellifera,OU27,,,,,male,,no,,,,,INRA,SRA352334,,public,0C4D05FBD9DCEE2F91D133F5215E895E,0C024B413BE79BCFEC1220E04CE4EAFE
SRR3157202,2016-06-22 16:49:31,2016-02-09 18:15:02,11176566,2235313200,11176566,200,1318,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157202,SRX1568254,OUE35_GTGGCC_L002,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282011,SAMN04481297,simple,44477,Apis mellifera mellifera,OU28,,,,,male,,no,,,,,INRA,SRA352334,,public,183503F82C5290E1C495FBCE0010E487,73BFED15B9D0B8C214976F26F992064B
SRR3157203,2016-06-22 16:49:31,2016-02-09 18:32:56,16678598,3335719600,16678598,200,1967,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157203,SRX1568255,OUE36_GTTTCG_L002,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282010,SAMN04481298,simple,44477,Apis mellifera mellifera,OU29,,,,,male,,no,,,,,INRA,SRA352334,,public,7B251E83E5CE09C972C4E11BE57A152F,7E8035B5D7A47E46DF252D4A21558502
SRR3157177,2016-06-22 16:49:31,2016-02-09 17:36:37,8225986,1645197200,8225986,200,1004,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157177,SRX1568229,OUE12_GTTTCG_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282036,SAMN04481272,simple,44477,Apis mellifera mellifera,OU3,,,,,male,,no,,,,,INRA,SRA352334,,public,EF73566F1DE8323C3EA32917A4EEF15E,AB88E9A197399916F2CD89922307A869
SRR3157204,2016-06-22 16:49:31,2016-02-09 18:28:55,20677576,4135515200,20677576,200,2455,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157204,SRX1568256,OUE37_CGTACG_L002,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282009,SAMN04481299,simple,44477,Apis mellifera mellifera,OU30,,,,,male,,no,,,,,INRA,SRA352334,,public,C1356CFE2D7038733CEC4247139E0434,FFFC8C1903640E5895BE938E832DA75A
SRR3157178,2016-06-22 16:49:31,2016-02-09 17:34:37,11832144,2366428800,11832144,200,1401,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157178,SRX1568230,OUE13_CGTACG_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282035,SAMN04481273,simple,44477,Apis mellifera mellifera,OU4,,,,,male,,no,,,,,INRA,SRA352334,,public,6DD4350F7DF6188CDF5E798551329DC2,E6B83E22BB6AF81719FDB90EA21F573C
SRR3157179,2016-06-22 16:49:31,2016-02-09 17:37:55,6820190,1364038000,6820190,200,811,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157179,SRX1568231,OUE14_GAGTGG_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282034,SAMN04481274,simple,44477,Apis mellifera mellifera,OU5,,,,,male,,no,,,,,INRA,SRA352334,,public,4DD44BCD8582988E3E1DAF654DCED322,159DED4EED614C3833D1A0843E5177F7
SRR3157180,2016-06-22 16:49:31,2016-02-09 17:30:50,7796030,1559206000,7796030,200,919,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157180,SRX1568232,OUE15_ACTGAT_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282033,SAMN04481275,simple,44477,Apis mellifera mellifera,OU6,,,,,male,,no,,,,,INRA,SRA352334,,public,0967B1A778CBC72CCDCA06526555A04C,139F03F30662206CAC7BCB5AEAC9B6C2
SRR3157181,2016-06-22 16:49:31,2016-02-09 17:35:06,6113470,1222694000,6113470,200,722,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157181,SRX1568233,OUE16_ATTCCT_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282032,SAMN04481276,simple,44477,Apis mellifera mellifera,OU7,,,,,male,,no,,,,,INRA,SRA352334,,public,2FFB66EAD3D6873915E618206C5D57E6,2FA24DB127FD0C5F17E37EA715FEC0BF
SRR3157182,2016-06-22 16:49:31,2016-02-09 17:41:40,10104368,2020873600,10104368,200,1184,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157182,SRX1568234,OUE17_ATCACG_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282031,SAMN04481277,simple,44477,Apis mellifera mellifera,OU8,,,,,male,,no,,,,,INRA,SRA352334,,public,CA7E38E7C56C0BB3E8F92B0C88482CC1,8B6ECC45BC0111515F70ECF5548D8691
SRR3157183,2016-06-22 16:49:31,2016-02-09 17:36:11,5815623,1163124600,5815623,200,688,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157183,SRX1568235,OUE18_CGATGT_L008,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282030,SAMN04481278,simple,44477,Apis mellifera mellifera,OU9,,,,,male,,no,,,,,INRA,SRA352334,,public,48B04E8B2796B53010A529185301D678,1B9177B5523ED2CA3AD20912F4712734
SRR3157110,2016-06-22 16:49:31,2016-02-09 19:08:26,6127406,1225481200,6127406,200,786,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157110,SRX1568162,XC1_AGTTCC_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282107,SAMN04481205,simple,7460,Apis mellifera,RJ26,,,,,male,,no,,,,,INRA,SRA352334,,public,AB6603CD5AB839BF6C312BE4F819EB9C,17A873CD190766D611A79892503A1DBD
SRR3157111,2016-06-22 16:49:31,2016-02-09 19:06:54,4812292,962458400,4812292,200,613,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157111,SRX1568163,XC3_ATGTCA_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282106,SAMN04481206,simple,7460,Apis mellifera,RJ27,,,,,male,,no,,,,,INRA,SRA352334,,public,9894F29A5BDF0425895F67165BE9835D,544BE31592FA3BD84502AAFC3A9AD70D
SRR3157112,2016-06-22 16:49:31,2016-02-09 19:16:56,9970300,1994060000,9970300,200,1289,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157112,SRX1568164,XC4_CCGTCC_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282104,SAMN04481207,simple,7460,Apis mellifera,RJ28,,,,,male,,no,,,,,INRA,SRA352334,,public,F37603444A675CDED0815CC87EA8A515,18275FACFEFA59ED3609E75ADAE23CEA
SRR3157113,2016-06-22 16:49:31,2016-02-09 19:11:40,9337517,1867503400,9337517,200,1168,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157113,SRX1568165,XC5_GTCCGC_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282105,SAMN04481208,simple,7460,Apis mellifera,RJ29,,,,,male,,no,,,,,INRA,SRA352334,,public,570F0E4D52A06A0E3881363774D4FA49,43C454BD7AF9B65FE49032086BF32E4F
SRR3157114,2016-06-22 16:49:31,2016-02-09 20:04:07,11675971,2335194200,11675971,200,1433,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157114,SRX1568166,XC9_GTGAAA_L007,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069814,PRJNA311274,2,311274,SRS1282103,SAMN04481209,simple,7460,Apis mellifera,RJ30,,,,,male,,no,,,,,INRA,SRA352334,,public,A1F5554D297DE165210B9E7DC8F76328,E2A1CEE33F2ACA3B980610B2F825DE04
SRR3157157,2016-06-22 16:49:31,2016-02-09 18:24:10,10539421,2634855250,10539421,250,1313,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157157,SRX1568209,SLO10_CCGTCC_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282055,SAMN04481252,simple,88217,Apis mellifera carnica,SL1,,,,,male,,no,,,,,INRA,SRA352334,,public,7CAABF159937D886174B5ED0B4BF12F4,4D82629967BB454F7F3755D0532A1116
SRR3157166,2016-06-22 16:49:31,2016-02-09 19:05:04,11706679,2926669750,11706679,250,1377,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157166,SRX1568218,SLO19_ATCACG_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282046,SAMN04481261,simple,88217,Apis mellifera carnica,SL10,,,,,male,,no,,,,,INRA,SRA352334,,public,4B547408725F2B9C9C4A631CBBCD7665,C759E1813E9427A47D5A43C997CD0F5C
SRR3157167,2016-06-22 16:49:31,2016-02-09 19:18:41,20204625,5051156250,20204625,250,2454,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003083/SRR3157167,SRX1568219,SLO1_CAGATC_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282045,SAMN04481262,simple,88217,Apis mellifera carnica,SL11,,,,,male,,no,,,,,INRA,SRA352334,,public,3F6448FA40BC3FACEB8249F9E6A2A560,10C718C3F1946D81762D98411A868F68
SRR3157168,2016-06-22 16:49:31,2016-02-09 19:03:23,6520717,1630179250,6520717,250,760,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157168,SRX1568220,SLO20_CGATGT_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282044,SAMN04481263,simple,88217,Apis mellifera carnica,SL12,,,,,male,,no,,,,,INRA,SRA352334,,public,CA304F982E86526A4F3D9E9993FAFA48,F718647133B504F0ED40A83A8A5D971B
SRR3157169,2016-06-22 16:49:31,2016-02-09 19:04:20,8647383,2161845750,8647383,250,1052,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003083/SRR3157169,SRX1568221,SLO2_ACTTGA_L005,WGS,unspecified,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069814,PRJNA311274,2,311274,SRS1282043,SAMN04481264,simple,88217,Apis mellifera carnica,SL13,,,,,male,,no,,,,,INRA,SRA352334,,public,E7C167E4B0418D59E2FD121DA7D0E299,C2E9CB4E89875B3A06D8704F37251804
